"","Custom.Data","Which.of.the.following.best.describes.your.role.","Which.of.the.following.best.describes.your.role....Other..please.specify.","How.many.years.have.you.been.programming","How.many.years.have.you.worked.on.projects.that.are.developed.in.a.geographically.distributed.manner.","How.many.years.have.you.worked.on.projects.that.are.developed.in.a.geographically.distributed.manner....Other..please.specify.","How.many.years.have.you.been.working.in.Open.Source.projects","You.work.for","Which.project.repository.do.you.mainly.handle.pull.requests.for..e.g..rails.rails.....Open.Ended.Response","Is.working.on.this.repository.your.day.job.","How.many.pull.requests.have.you.handled.during.the.last.month.for.your.repository.","In.my.project..developers.use.pull.requests.for...Soliciting.contributions.from.external.parties","In.my.project..developers.use.pull.requests.for...Reviewing.code","In.my.project..developers.use.pull.requests.for...Discussing.new.features.before.those.are.implemented","In.my.project..developers.use.pull.requests.for...Distributing.work.and.tracking.progress","In.my.project..developers.use.pull.requests.for...Issue.fixes","In.my.project..developers.use.pull.requests.for...Other..please.specify.","In.my.project..developers.use.pull.requests.between.branches.in.the.central.repo","How.often.do.the.following.types.of.pull.requests.occur.in.your.project....New.features","How.often.do.the.following.types.of.pull.requests.occur.in.your.project....Bug.fixes","How.often.do.the.following.types.of.pull.requests.occur.in.your.project....Refactorings..excluding.changes.required.for.the.above.","To.merge.pull.requests.I....Use.Github.facilities..the.merge.button.","To.merge.pull.requests.I....Pull.the.proposed.branch.locally..merge.it.with.a.project.branch.and.then.push","To.merge.pull.requests.I....Squash.the.commits.of.the.proposed.branch..merge.it.with.a.project.branch.and.then.push","To.merge.pull.requests.I....Create.a.textual.patch.from.the.remote.branch..apply.this.to.a.project.branch.and.then.push","To.merge.pull.requests.I....Other..please.specify.","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Existence.of.tests..in.the.pull.request.","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Number.of.commits","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Number.of.changed.lines","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Number.of.discussion.comments","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Pull.requester.track.record","Please.rate.the.importance.that.the.following.factors.play.in.the.DECISION.TO.ACCEPT.OR.REJECT.a.pull.request.....Pull.request.affects.hot.project.area","In.your.experience..what.other.factors.affect.the.decision.to.accept.or.reject.a.pull.request....Open.Ended.Response","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Existence.of.tests..in.the.pull.request.","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Existence.of.tests..in.the.project.","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Number.of.commits","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Number.of.changed.lines","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Number.of.discussion.comments","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Pull.requester.track.record","Please.rate.the.importance.of.the.following.factors.to.the.TIME.TO.MERGE.a.pull.request...Pull.request.affects.hot.project.area","In.your.experience..what.other.factors.affect.the.time.to.merge.a.pull.request....Open.Ended.Response","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....The.pull.request.conflicts.with.another.pull.request.or.branch","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....A.new.pull.request.solves.the.problem.better","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....The.pull.request.implements.functionality.that.already.exists.in.the.project","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....Examination.of.the.proposed.feature.bug.fix.has.been.deferred","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....Tests.failed.to.run.on.the.pull.request","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....The.implemented.feature.contains.technical.errors.or.is.of.low.quality","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....The.pull.request.does.not.follow.project.conventions..style.","In.your.experience..what.are.the.3.most.common.reasons.for.REJECTING.a.pull.request....Other..please.specify.","Rejection.of.pull.requests.might.lead.to.problems.with.the.project.community..Have.you.ever.experienced.such.problems.and.if.yes.how.did.you.deal.with.them....Open.Ended.Response","What.heuristics.do.you.use.when.prioritizing.pull.requests.for.merging....Open.Ended.Response","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.delegate.to.devs.more.experienced.with.the.specific.subsystem","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.process.them.serially","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.just.discard.very.old.pull.requests","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.discard.too.discussed...controversial.pull.requests","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.trust.pull.requests.from.reputed.pull.requesters","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....I.assess.the.technical.quality.of.the.pull.request","Imagine.you.frequently.have.more.than.50.pull.requests.in.your.inbox..How.do.you.triage.them....Other..please.specify.","How.do.you.do.code.reviews....I.review.code.in.all.pull.requests","How.do.you.do.code.reviews....I.delegate.reviewing.to.more.suitable.code.reviewers","How.do.you.do.code.reviews....I.use.inline.code.comments.in.pull.requests","How.do.you.do.code.reviews....I.only.review.code.in.commits","How.do.you.do.code.reviews....Code.review.is.obligatory.for.a.pull.request.to.be.merged","How.do.you.do.code.reviews....The.community.participates.in.code.reviews","How.do.you.do.code.reviews....Other..please.specify.","What.heuristics.do.you.use.for.assessing.the.quality.of.pull.requests....Open.Ended.Response","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Continuous.integration..i.e...via.Travis..Jenkins..Cloudbees.","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Manual.test.execution","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Code.quality.metrics..i.e..via.Code.Climate.or.Sonar.","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Coverage.metrics","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Formal.code.inspections.from.specialized.testers","What.tools.do.you.use.to.assess.the.quality.of.pull.requests....Other..please.specify.","What.is.your.work.style.when.dealing.with.pull.requests....I.insist.on.pull.requests.being.split.per.feature","What.is.your.work.style.when.dealing.with.pull.requests....I.merge.pull.requests.fast.to.ensure.project.flow","What.is.your.work.style.when.dealing.with.pull.requests....I.prefer.pull.requests.to.be.tied.to.an.open.issue","What.is.your.work.style.when.dealing.with.pull.requests....I.am.pedantic.when.enforcing.code.and.documentation.style","What.is.your.work.style.when.dealing.with.pull.requests....I.ask.for.more.work.as.a.result.of.a.discussion","What.is.your.work.style.when.dealing.with.pull.requests....I.close.pull.requests.fast.in.case.of.unresponsive.developers","What.is.your.work.style.when.dealing.with.pull.requests....I.try.to.restrict.discussion.to.a.few.comments","What.is.your.work.style.when.dealing.with.pull.requests....I.try.to.avoid.discussion","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Email","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Issue.tracking..I.expect.contributors.to.open.an.issue.describing.the.problem.and.the.potential.fix","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Pull.request..I.expect.contributors.to.open.a.minimal.pull.request.describing.the.problem.and.the.potential.fix","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....IRC","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Twitter","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Skype.Hangouts.Other.form.of.synchronous.communication","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....I.prefer.not.to.communicate","How.do.you.communicate.with.the.project.s.contributors.on.potential.contributions....Other..please.specify.","What.is.the.biggest.challenge..if.any..you.face.while.managing.contributions.through.pull.requests....Open.Ended.Response","What.kind.of.tools.would.you.expect.research.to.provide.you.with.in.order.to.assist.you.with.handling.pull.requests.for.you.project....Open.Ended.Response","mean.prs.last.12.months","project.size","mean.integrators.last.12.months","project.integrator.size","has.community.prs","was.in.orig.projects"
"174",NA,"Source code contributor","","10+","7 - 10","","10+","Open Source Software","symphonycms/symphony-2","No","11 to 50","Soliciting contributions from external parties","Reviewing code","Discussing new features before those are implemented","Distributing work and tracking progress","Issue fixes","","No","Once per month","Once per week","Once per month","Always","Occasionally","Occasionally","Never","","Not Important","Mildly Important","Quite Important","Mildly Important","Quite Important","Very Important","Focus: A pull request should only handle one problem/feature/idea not a mixture of multiple things.","Not Important","Not Important","Mildly Important","Relatively Important","Mildly Important","Relatively Important","Very Important","","The pull request conflicts with another pull request or branch","","","","","The implemented feature contains technical errors or is of low quality","The pull request does not follow project conventions (style)","","No, hasn't really been a problem so far.","–","Often","Often","Occasionally","Often","Always","Always","","I review code in all pull requests","","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","The community participates in code reviews","","–","","Manual test execution","","","Formal code inspections from specialized testers","","Always","Often","Often","Always","Often","Often","Occasionally","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","Twitter","",NA,"","","",10.0909090909091,"MEDIUM",2.81818181818182,"MEDIUM",TRUE,TRUE
"175",NA,"Source code contributor","","3 - 6","1 - 2","","1 - 2","The industry","Growstuff/growstuff","No","Less than 10","","Reviewing code","","Distributing work and tracking progress","Issue fixes","","No","Once per week","Once per week","Non existent","Often","Occasionally","Never","Never","","Very Important","Not Important","Not Important","Quite Important","Mildly Important","Quite Important","","Very Important","Very Important","Mildly Important","Relatively Important","Mildly Important","Relatively Important","Not Important","Availability of code reviewers!","","A new pull request solves the problem better","","Examination of the proposed feature/bug fix has been deferred","Tests failed to run on the pull request","","","After discussion, we decide that there is a better way to solve the problem.","No.","We get few enough that we don't need to prioritize!","Often","Often","Never","Occasionally","Often","Often","","","","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","The community participates in code reviews","","Existence of tests and documentation, charity of code.","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","Code reviews from other developers.","Occasionally","Always","Always","Often","Occasionally","Never","Never","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","","IRC","","Skype/Hangouts/Other form of synchronous communication",NA,"","None.","Dunno, that's your job  :-)",10.7,"MEDIUM",2.375,"MEDIUM",TRUE,TRUE
"176",NA,"Project owner or co-owner","","3 - 6","3 - 6","","3 - 6","The academia","onaio/onadata","Yes","Less than 10","","Reviewing code","","","Issue fixes","","Yes","Daily","Daily","Daily","Always","Occasionally","Never","Never","","Very Important","Not Important","Not Important","Not Important","Not Important","Not Important","code quality","Very Important","Very Important","Not Important","Not Important","Not Important","Mildly Important","Very Important","other workload","The pull request conflicts with another pull request or branch","A new pull request solves the problem better","The pull request implements functionality that already exists in the project","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","The pull request does not follow project conventions (style)","","no","priority","Occasionally","Often","Occasionally","Never","Often","Always","","I review code in all pull requests","","","","","","","n/a","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","Manual test execution","","Coverage metrics","Formal code inspections from specialized testers","","Always","Always","Often","Often","Occasionally","Never","Never","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","IRC","","",NA,"","","",21.875,"MEDIUM",2.375,"MEDIUM",TRUE,TRUE
"177",NA,"Source code contributor","","7 - 10","7 - 10","","7 - 10","The industry","unepwcmc/SAPI","Yes","11 to 50","","Reviewing code","","","","lib upgrades, stabilising releases","Yes","Daily","Daily","Once per week","Occasionally","Occasionally","Never","Never","git pretty-accept","Quite Important","Mildly Important","Quite Important","Mildly Important","Very Important","Very Important","code quality assessed by another developer as well as a static code analyser (Code Climate)","Very Important","Very Important","Relatively Important","Very Important","Very Important","Very Important","Very Important","pull request requires environment changes in order to be tested on another developer's machine","","","The pull request implements functionality that already exists in the project","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","The pull request does not follow project conventions (style)","","We use pull requests within the organisation to facilitate code review; a rejected pull request is a start on discussion and iterative improvement of proposed change. That needs to be carried tacktfully and objectively.","1. bug 2. feature prioritised by customer 3. feature with least time-to-release (predicted time to go past remaining steps of workflow before it can go love)","Occasionally","Often","Never","Never","Often","Often","go through less experienced devs pull requests first, the assumption being I'll easily find something that could be improved for this change and can get back to them quickly, thus postponing a more thorough review and giving myself time to review other PRs.","I review code in all pull requests","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","","","failure to comply with best practices or principles, e.g. of object oriented programming or relational database design; does the code look clean and consistent out or sloppy and random; any traces of copy'n'paste; unnecessary usage of excessive external libraries","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","Manual test execution","Code quality metrics (i.e. via Code Climate or Sonar)","Coverage metrics","","","Always","Always","Always","Often","Often","Never","Often","Occasionally","","","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","","Skype/Hangouts/Other form of synchronous communication",NA,"","having code in branches for too long before merging into master","a tool that would somehow help enforce small pull requests, maybe even a commit based flow to ensure the code review process implemented using pull requests is smoother",23.8333333333333,"LARGE",2.75,"MEDIUM",TRUE,TRUE
"178",NA,"Source code contributor","","7 - 10","3 - 6","","7 - 10","The industry","yast/yast-yast2","Yes","51 to 100","","Reviewing code","","","","","Yes","Daily","Daily","Daily","Always","Never","Never","Never","","Very Important","Very Important","Quite Important","Not Important","Mildly Important","Quite Important","code quality","Mildly Important","Mildly Important","Very Important","Very Important","Very Important","Relatively Important","Very Important","code quality of change","","","The pull request implements functionality that already exists in the project","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","","","no, it is always discussion, so requestor understand it","none","Often","Always","Never","Never","Never","Occasionally","","I review code in all pull requests","","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","The community participates in code reviews","","nothing specific","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Often","Always","Never","Often","Always","Never","Never","Never","Email","","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","IRC","","",NA,"","different points of view different developers","",14,"MEDIUM",4.83333333333333,"LARGE",TRUE,FALSE
"179",NA,"Source code contributor","","10+","3 - 6","","3 - 6","The industry","shoes/shoes4","No","Less than 10","","","","","Issue fixes","","Yes","Once per month","Once per week","Once per week","Occasionally","Often","Occasionally","Occasionally","","Mildly Important","Not Important","Not Important","Mildly Important","Not Important","Not Important","Confirm the bug fix with the pull request by myself.","Mildly Important","Mildly Important","Not Important","Not Important","Relatively Important","Not Important","Not Important","Confirm the bug fix with the pull request by myself.","The pull request conflicts with another pull request or branch","","","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","","","Add a comment and discuss.","Small change first.","Never","Occasionally","Never","Occasionally","Never","Occasionally","","","","","","","The community participates in code reviews","","Confirm the bug fix with the pull request by myself.","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Occasionally","Occasionally","Often","Never","Occasionally","Never","Never","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","","","","",NA,"","Avert a degrade.","Nothing special.",13.6666666666667,"MEDIUM",2.41666666666667,"MEDIUM",TRUE,TRUE
"180",NA,"Project owner or co-owner","","10+","3 - 6","","3 - 6","The academia","overviewer/Minecraft-Overviewer","No","Less than 10","Soliciting contributions from external parties","Reviewing code","Discussing new features before those are implemented","","Issue fixes","","No","Once per month","Once per month","Non existent","Occasionally","Often","Never","Occasionally","","Not Important","Mildly Important","Mildly Important","Not Important","Mildly Important","Quite Important","","Not Important","Not Important","Relatively Important","Relatively Important","Not Important","Very Important","Relatively Important","whether any of the changes in the pull request were discussed beforehand (in IRC or in another issue)","","A new pull request solves the problem better","","Examination of the proposed feature/bug fix has been deferred","","The implemented feature contains technical errors or is of low quality","","the pull request implements a feature that is outside the scope of the project","never had issues from rejecting PRs","if the merge is small, or affects a large issue, it'll be merged fast. If it's a feature request or large change it will take longer.","Often","Often","Never","Never","Always","Always","","I review code in all pull requests","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","","The community participates in code reviews","","Pull requests with empty bodies (even for trivial looking changes) is usually a bad sign. Documentation updates are a very good sign.","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Occasionally","Occasionally","Occasionally","Never","Occasionally","Never","Never","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","","IRC","","",NA,"","Remembering to keep up. Project traffic has been low recently, so it's easy to forget that new PRs are available. It's also hard to justify merging a new feature (that'll need support) when dev speed is so low.","",5.5,"SMALL",2.18181818181818,"MEDIUM",TRUE,TRUE
"181",NA,"Project owner or co-owner","","10+","","","3 - 6","The industry","vivid-planet/koala-framework","Yes","Less than 10","Soliciting contributions from external parties","Reviewing code","Discussing new features before those are implemented","","","","Yes","Once per week","Once per month","Once per month","Often","Occasionally","Never","Never","","Quite Important","Not Important","Not Important","Mildly Important","Mildly Important","Quite Important","","Mildly Important","Very Important","Mildly Important","Relatively Important","Very Important","Not Important","Very Important","","","","","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","The pull request does not follow project conventions (style)","","no - project (still) too small","Importance, Code quality","Occasionally","Often","Occasionally","Always","Occasionally","Always","","I review code in all pull requests","","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","","","experience","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Always","Occasionally","Often","Often","Never","Often","Never","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","","","","",NA,"","","",11.9090909090909,"MEDIUM",2.90909090909091,"MEDIUM",TRUE,TRUE
"182",NA,"Project owner or co-owner","","10+","1 - 2","","3 - 6","The industry","frappe/erpnext","Yes","Less than 10","Soliciting contributions from external parties","Reviewing code","","","Issue fixes","","No","Once per month","Once per week","Once per week","Always","Occasionally","Never","Never","","Quite Important","Mildly Important","Very Important","Not Important","Quite Important","Very Important","","Mildly Important","Mildly Important","Mildly Important","Very Important","Not Important","Mildly Important","Very Important","","The pull request conflicts with another pull request or branch","","","Examination of the proposed feature/bug fix has been deferred","","The implemented feature contains technical errors or is of low quality","","","No - reason is usually understood","importance of the feature, size of request, comments from the owner of that part of the code","Always","Never","Often","Often","Occasionally","Often","","","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","","","","nothing specific","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Occasionally","Occasionally","Occasionally","Often","Often","Occasionally","Occasionally","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","","","","",NA,"","","",29.1666666666667,"LARGE",0.916666666666667,"SMALL",TRUE,FALSE
"183",NA,"Project owner or co-owner","","7 - 10","3 - 6","","3 - 6","Open Source Software","synfig/synfig","No","11 to 50","Soliciting contributions from external parties","Reviewing code","","Distributing work and tracking progress","Issue fixes","","No","Once per month","Once per week","Once per week","Occasionally","Occasionally","Never","Never","Often: Pull the proposed branch locally, rebase it on top of current master, then merge it with a project branch (usually with --no-ff option to keep track of the merge point) and then push","Not Important","Not Important","Not Important","Not Important","Mildly Important","Very Important","We do our best to accept any valuable contribution. The main criteria - the pull request shouldn't break anything.","Not Important","Not Important","Relatively Important","Not Important","Not Important","Mildly Important","Very Important","","","A new pull request solves the problem better","","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","","","In my practice I haven't experienced any yet.","Pull requests from core contributors get merged first. Bigger pull request get a higher priority than smaller. Critical fixes also get higher priority.","Never","Never","Never","Never","Never","Never","I have never had more than 50 pull requests in my inbox.","I review code in all pull requests","","I use inline code comments in pull requests","","","The community participates in code reviews","I am also making a test build before merging.","If in doubt I am tend to ask clarifications from the author or ask other core contributors.","","Manual test execution","","","","","Always","Always","Always","Never","Often","Never","Never","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","","",NA,"","","",11.7,"MEDIUM",2.4,"MEDIUM",FALSE,TRUE
"184",NA,"Project owner or co-owner","","10+","7 - 10","","10+","The industry","fatfreecrm/fat_free_crm","No","Less than 10","Soliciting contributions from external parties","","","Distributing work and tracking progress","Issue fixes","","Yes","Once per month","Once per month","Once per month","Occasionally","Often","Never","Never","","Quite Important","Not Important","Not Important","Mildly Important","Quite Important","Quite Important","Simplicity of code. If I want the feature but don't like the style, I would consider pulling the code down locally, changing it and pushing it back.","Very Important","Relatively Important","Not Important","Not Important","Mildly Important","Relatively Important","Relatively Important","Other jobs I'm working on.","The pull request conflicts with another pull request or branch","","The pull request implements functionality that already exists in the project","","","The implemented feature contains technical errors or is of low quality","","","No","I ask myself how can I most quickly reduce the number of outstanding pull-requests?","Occasionally","Never","Occasionally","Occasionally","Often","Always","","I review code in all pull requests","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","","","Style, cleanness, test coverage, correctness.","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","Manual test execution","","","","","Often","Often","Occasionally","Occasionally","Occasionally","Never","Never","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","","",NA,"","","",2.66666666666667,"SMALL",1,"SMALL",TRUE,TRUE
"185",NA,"Source code contributor","","7 - 10","3 - 6","","3 - 6","The academia","ufz/ogs","Yes","Less than 10","","Reviewing code","Discussing new features before those are implemented","Distributing work and tracking progress","Issue fixes","","Yes","Once per week","Once per week","Once per week","Always","Never","Never","Never","","Quite Important","Not Important","Not Important","Not Important","Not Important","Not Important","- readability  - understandability  - functionality really needed","Relatively Important","Relatively Important","Not Important","Relatively Important","Relatively Important","Relatively Important","Mildly Important","- readability  - understandability","","A new pull request solves the problem better","The pull request implements functionality that already exists in the project","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","The pull request does not follow project conventions (style)","","In our project the PR will be discussed and improved until we are satisfied to merge or the owner of the PR will close the PR itself.","1) Oldest PR  2) PR concerning the libs I have most contributed to.  3) PR concerning core libs  4) other PR","Often","Often","Never","Occasionally","Often","Always","","I review code in all pull requests","","I use inline code comments in pull requests","","","The community participates in code reviews","","- Review  - CI  - Unit tests","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","","","Often","Occasionally","Never","Often","Occasionally","Never","Never","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","","",NA,"","Reviewing is time consuming, but necessary.","",16.4166666666667,"MEDIUM",4,"LARGE",TRUE,TRUE
"186",NA,"Other (please specify)","All of the above depending on project","10+","10+","","10+","Open Source Software","onlinebuddies/modyllic","Yes","11 to 50","Soliciting contributions from external parties","Reviewing code","Discussing new features before those are implemented","Distributing work and tracking progress","Issue fixes","","No","Once per month","Once per week","Once per month","Often","Occasionally","Occasionally","Never","","Not Important","Mildly Important","Mildly Important","Mildly Important","Quite Important","Very Important","Whether the commit messages are appropriate and descriptive, whether the code is as reviewed.","Relatively Important","Relatively Important","Mildly Important","Mildly Important","Mildly Important","Relatively Important","Relatively Important","Whether the code has been reviewed, changes made, and timeliness of revisions.","The pull request conflicts with another pull request or branch","A new pull request solves the problem better","","","","","The pull request does not follow project conventions (style)","Code needs rework after review.","Small project, no.","Is this needed or can it be done as a separate project?","Often","Never","Never","Occasionally","Occasionally","Always","","I review code in all pull requests","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","Code review is obligatory for a pull request to be merged","The community participates in code reviews","","Style, tests, understanding of project direction","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","Manual test execution","Code quality metrics (i.e. via Code Climate or Sonar)","","","","Always","Often","Occasionally","Occasionally","Always","Never","Never","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","Twitter","",NA,"","People who don't understand project direction or try cheap hack fixes.","Better communication tools to communicate project direction or allow projects to be split.",5,"SMALL",1.7,"SMALL",TRUE,FALSE
"187",NA,"Project owner or co-owner","","10+","1 - 2","","7 - 10","The government","MG-RAST/AWE","Yes","11 to 50","","Reviewing code","Discussing new features before those are implemented","","Issue fixes","","Yes","Daily","Daily","Once per month","Always","Occasionally","Never","Never","","Very Important","Not Important","Not Important","Mildly Important","Quite Important","Quite Important","","Very Important","Very Important","Not Important","Not Important","Not Important","Not Important","Not Important","","The pull request conflicts with another pull request or branch","","","","Tests failed to run on the pull request","The implemented feature contains technical errors or is of low quality","","","No","Fcfs","Never","Often","Never","Never","Often","Often","","I review code in all pull requests","","","","Code review is obligatory for a pull request to be merged","","","Na","","Manual test execution","","","","","Always","Always","Always","Always","Always","Often","Often","Never","Email","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","","",NA,"","","",13.25,"MEDIUM",1.83333333333333,"SMALL",TRUE,TRUE
"188",NA,"Project owner or co-owner","","10+","3 - 6","","3 - 6","The government","wet-boew/wet-boew","Yes","11 to 50","Soliciting contributions from external parties","Reviewing code","Discussing new features before those are implemented","","Issue fixes","","Yes","Once per month","Daily","Once per month","Often","Occasionally","Occasionally","Never","","Mildly Important","Quite Important","Mildly Important","Not Important","Not Important","Very Important","Code quality, adherence to coding style guide, status of continuous integration build","Relatively Important","Mildly Important","Mildly Important","Mildly Important","Not Important","Not Important","Very Important","Weekends and holidays. Release schedules.","","A new pull request solves the problem better","The pull request implements functionality that already exists in the project","","","The implemented feature contains technical errors or is of low quality","","","We try to provide constructive feedback to allow developers to increase the quality of their code for the current and future pull requests.","Bug fixes first, by severity, then enhancements, then new features","Often","Occasionally","Occasionally","Never","Occasionally","Often","","","I delegate reviewing to more suitable code reviewers","I use inline code comments in pull requests","","","The community participates in code reviews","","Adherance to coding style. Adoption of optimal patterns. Clear and easy to read. Presence and relevance of comments. Presence of tests.","Continuous integration (i.e., via Travis, Jenkins, Cloudbees)","","","","Formal code inspections from specialized testers","","Often","Often","Often","Occasionally","Occasionally","Never","Never","Never","","Issue tracking: I expect contributors to open an issue describing the problem and the potential fix","Pull request: I expect contributors to open a minimal pull request describing the problem and the potential fix","","Twitter","Skype/Hangouts/Other form of synchronous communication",NA,"","The biggest problem is around new developer learning git and how to create clean pull requests and how to deal with conflicts.","",149.5,"LARGE",6.5,"LARGE",TRUE,TRUE
